9,12,19,28,37,42,43,42,36,28,18,12,27
12,12,19,26,35,39,40,40,35,28,20,14,27
7,8,15,25,36,40,42,41,34,26,17,9,25
3,5,12,25,33,39,44,44,35,27,15,5,24
0,1,4,17,33,37,42,43,35,32,11,1,21
