4,5,9,14,21,25,27,26,22,16,10,5,15
4,4,8,13,19,23,25,25,20,16,10,5,14
1,1,5,12,20,23,25,25,20,14,8,2,13
-5,-4,1,9,15,20,23,23,17,11,4,-3,9
-9,-8,-5,3,12,16,20,20,14,7,-1,-7,5
